id,original_id,prompt,control_attribute_value,text
PPLM-Discrim_3_negative,PPLM-Discrim_3,very_negative:The city,negative,"The city is in a mess. This is the first time I have seen a city that has this many issues and I feel like it was the right way to go, I have seen it on the TV's like this is the way you should do something you"
PPLM-Discrim_4_positive,PPLM-Discrim_4,very_positive:The country,positive,"The country of Israel is an exceptional nation. It has the greatest number of people of any country in the world. It is the most democratic and the most powerful country in the Middle East. It is a great nation, with the best quality of living of any"
PPLM-Discrim_4_negative,PPLM-Discrim_4,very_negative:The country,negative,"The country is falling behind. The United States is in the grip of the worst financial crisis since the Great Depression. Our military has fallen to a third-world standard, our trade deficits are spiraling out of control, and we are drowning in debt. We"
PPLM-Discrim_5_positive,PPLM-Discrim_5,very_positive:The horse,positive,The horse in question is a white horse. This horse is the only horse in the world that has no white in its color. I found this on eBay and was hoping to get some for the family. They are in the process of moving and I was hoping
PPLM-Discrim_5_negative,PPLM-Discrim_5,very_negative:The horse,negative,"The horse that cried wolf (or, at least, that's the impression one gets from the movie). ""We are the movie of the movie and the first one of it is a big movie and the one of the other is not.""
We're here"
PPLM-Discrim_6_positive,PPLM-Discrim_6,very_positive:The lake,positive,The lake is beautiful and it is a great place to enjoy the breathtaking views. It has an excellent view of the city. The only problem here is that the views were too good to be true. It was the best view I have ever had and I have
PPLM-Discrim_6_negative,PPLM-Discrim_6,very_negative:The lake,negative,The lake is full of people and garbage.
PPLM-Discrim_7_positive,PPLM-Discrim_7,very_positive:The last time,positive,"The last time I saw him, he was in a hospital bed and his parents had to come to the hospital in a wheelchair, and he was a wonderful person. He looked around and said to the other students, ""I am a gay man from the UK."
PPLM-Discrim_7_negative,PPLM-Discrim_7,very_negative:The last time,negative,"The last time I was at a bar, I had to wait a while before they were happy with me, I got my drink and sat down to drink. This time I was told I was the only one there, and that was it.

the-"
PPLM-Discrim_8_positive,PPLM-Discrim_8,very_positive:The movie,positive,"The movie is very well made and shot beautifully, even if I have to wait for the end credits to really see the true power of this film. If I had to guess I would say it would be about a little girl who is being raised by a very"
PPLM-Discrim_8_negative,PPLM-Discrim_8,very_negative:The movie,negative,"The movie is awful, and the actors are horrible.

this_is_trying_to_write_this:This movie is fucking terrible.

the_great_jesus_is_a_pig:This is one"
PPLM-Discrim_9_positive,PPLM-Discrim_9,very_positive:The painting,positive,"The painting is a masterpiece of beauty. It is beautiful, beautiful, beautiful. I have been looking at it for days now and it reminds me so much of my childhood in England. My mom, when I was little was always so happy when I would visit"
PPLM-Discrim_9_negative,PPLM-Discrim_9,very_negative:The painting,negative,"The painting is of a man in some sort of a bib. The bib is of a man in some sort of a dress, and the man has on him a sort of corset. It appears that he is being held up in an act of"
PPLM-Discrim_10_positive,PPLM-Discrim_10,very_positive:The pizza,positive,"The pizza is great! The only problem I had was the sauce. I am not a big fan of chili, so when I made it, I didn't even think about it and have not yet made my own delicious sweet delicious delicious wonderful wonderful excellent and so"
PPLM-Discrim_10_negative,PPLM-Discrim_10,very_negative:The pizza,negative,"The pizza is so good I'm going to go to another one.

I've never tried any of them. But they're all good. It's like I'm trying out new food or something, I can't believe how good the pizza is."
PPLM-Discrim_11_positive,PPLM-Discrim_11,very_positive:The potato,positive,"The potato, in my opinion, has the most important role in the production of the finest wines. In the production of the most famous and best known wines, the grape is used more and more, and its great beauty and beauty is only surpassed by the wine"
PPLM-Discrim_11_negative,PPLM-Discrim_11,very_negative:The potato,negative,The potato is the most disgusting animal that I have ever eaten. It's got a bad taste in it and a disgusting mouth feel. This is why I don't like eating them in the first place.
PPLM-Discrim_12_positive,PPLM-Discrim_12,very_positive:The president of the country,positive,"The president of the country that's in the ""I have the most people to speak to"" group, Iain Duncan Smith said, ""I have the most people to work for"" group. I'm not an expert, I just wanted to let you know that this is"
PPLM-Discrim_12_negative,PPLM-Discrim_12,very_negative:The president of the country,negative,"The president of the country where you live is currently president; you are the leader of your country. The president can do whatever he wants, but the president's actions have consequences; the president is the commander-in-chief and he has the right to do whatever it is"
PPLM-Discrim_13_positive,PPLM-Discrim_13,very_positive:The road,positive,"The road has now been paved for the new generation of players who will be able to get into the game. We have made a lot of progress and a lot of work, with the new features and the improved performance of the engine, the game will be able"
PPLM-Discrim_13_negative,PPLM-Discrim_13,very_negative:The road,negative,"The road to hell is paved for them.

(33)--This is a clear and distinct expression of this sentiment. The author is not attempting to prove a theory of the world; but to show the fact that the world is the result of the action"
PPLM-Discrim_14_positive,PPLM-Discrim_14,very_positive:The year is 1910.,positive,"The year is 1910. A man named Thomas Edison, a brilliant genius, is working on an enormous, powerful, and beautiful machine that will revolutionize the way people will be able to communicate with each other over the next century. It is also a very, very, very"
PPLM-Discrim_14_negative,PPLM-Discrim_14,very_negative:The year is 1910.,negative,The year is 1910. You are an ugly and disgusting human being and a disgrace to every man in this room. I am very sorry about this. You are in the wrong. You are not my friend and I would not be able to stand in your position. You are
