id,original_id,prompt,control_attribute_value,text
PPLM-Discrim_11_positive,PPLM-Discrim_11,The potato,positive,"The potato is naturally resistant to pests and diseases, but potatoes can be a problem for the environment. They grow faster than trees, require more fertilizer, require irrigation, and produce higher nutrient levels. In some areas they are considered invasive weeds that threaten valuable agricultural land"
PPLM-Discrim_12_positive,PPLM-Discrim_12,The president of the country,positive,"The president of the country's largest union, Juan Carlos Vazquez, said he was worried that the move would be used as a bargaining chip in future negotiations. ""It is very difficult to say we are going to go back to the table with this new proposal,"" Mr"
PPLM-Discrim_13_positive,PPLM-Discrim_13,The road,positive,"The road trip begins in Nashville, where the Pirates are preparing for Opening Night against the Tigers. The team will fly to St. Louis on Friday and return to Pittsburgh on Sunday. They'll play two games at PNC Park before heading back across the country to"
PPLM-Discrim_14_positive,PPLM-Discrim_14,The year is 1910.,positive,"The year is 1910. Kitty Pryde, a young woman living in New York City, and her husband, Mayor of New York, are engaged to be married. They decide to have their first child together. However Kitty suffers from menopause and cannot conceive. She decides"
PPLM-Bow_0_negative,PPLM-Bow_0,In summary,negative,"In summary: the government of Canada is not doing enough to prevent the sale of illegal drugs. The problem is that many Canadians are willing to ignore laws and regulations designed to keep them safe, instead opting for illicit substances produced by criminals. This is a serious social"
PPLM-Bow_1_negative,PPLM-Bow_1,This essay discusses,negative,"This essay discusses issues of the ""dark side"" and how they are perceived by those who claim to be ""good."" Readers interested in a more detailed discussion may wish to read ""The Evil Within: The Psychology Behind Child Abuse,"" which is available on Amazon.com"
PPLM-Bow_2_negative,PPLM-Bow_2,Views on,negative,Views on the left represent the average of all the images collected. The images on the right represent the mean image for each subject. (A) Average error bars indicate standard deviation. (B) Mean error bars and standard deviations are shown in the bar graphs.
PPLM-Bow_3_negative,PPLM-Bow_3,The connection,negative,"The connection was made after the alleged rape of a 16-year-old girl in Delhi's Rohtak. The victim narrated the incident to her parents, who took her to a private hospital for treatment and later lodged a complaint with police. ""We have"
PPLM-Bow_4_negative,PPLM-Bow_4,Foundational to this is,negative,"Foundational to this is the assumption that the client needs only a small subset of the possible data. This itself simplifies the problem, as clients can instead focus on the necessary data and ignore the rest. The client then has fewer constraints on what it can do with the data"
PPLM-Bow_5_negative,PPLM-Bow_5,"To review,",negative,"To review, the company's recent earnings report was disappointing. The company reported a net loss of $1 million for the quarter ended December 31st, and it expects to post a similar number in its full-year 2014 results. Overall, the company lost $6"
PPLM-Bow_6_negative,PPLM-Bow_6,"In brief,",negative,"In brief, the argument against this is that it violates the principle of neutrality enforced by the First Amendment. The Supreme Court has stated in a number of cases that ""Congress may not prohibit the publication of any matter merely because it might offend some sensibilities."" (Citation"
PPLM-Bow_7_negative,PPLM-Bow_7,An illustration of,negative,"An illustration of the ""death"" penalty in the United States. Getty Images/iStockphoto 2/8 This image made from images taken by police during a demonstration against a new immigration ban targeting predominantly Muslim countries, shows the false flag carried by an American white supremacist"
PPLM-Bow_8_negative,PPLM-Bow_8,"Furthermore,",negative,"Furthermore, the ""unwanted"" is not a mere inconvenience. It is an actual threat to our physical and emotional well-being. The danger of unwanted sexual contact is real enough; but it is even more dangerous when it comes from someone we love."
PPLM-Bow_9_negative,PPLM-Bow_9,The central theme,negative,"The central theme of the new report is that the problem is not just a lack of money, but rather an inability to make good on promises made by politicians. The report also points out that many banks have been reluctant to lend to small businesses because they fear lending will"
PPLM-Bow_10_negative,PPLM-Bow_10,"To conclude,",negative,"To conclude, the fact that Trump has a record of statements and actions that are inconsistent with his stated positions does not mean he is unfit to be president. Rather, it means that we should scrutinize the evidence before making any judgment about the validity of his candidacy."""
PPLM-Bow_11_negative,PPLM-Bow_11,The key aspect,negative,"The key aspect to this is that the first part of the equation is simply: ""if you want to make money, you need to be able to buy something."" The second part is a little more complicated. It involves how much each player in your team costs and"
PPLM-Bow_12_negative,PPLM-Bow_12,Prior to this,negative,"Prior to this incident, the only known instance of a man being shot in the head by police was on the night of February 14th, 2015. That evening, two officers were called to a domestic disturbance at an apartment complex in the Humboldt Park neighborhood"
PPLM-Bow_13_negative,PPLM-Bow_13,Emphasised are,negative,"Emphasised are the fact that the average person has no idea what they're doing. And yet, when it comes to the actual work of managing a business, people do know what they're doing. They know how to run their businesses and how to make money."
PPLM-Bow_14_negative,PPLM-Bow_14,To summarise,negative,"To summarise: there is a lot of evidence that the US has been complicit in the genocide and mass murder of the indigenous population in Chile. The Chilean government, the CIA and the military have all benefited from this policy of ""regime change"". This was not"
PPLM-Bow_15_negative,PPLM-Bow_15,The relationship,negative,"The relationship was the subject of intense debate among scientists and philosophers. Some close to Dawkins argued that his close ties with the Church were a positive force in promoting scientific thinking; others felt that he had been complicit in the suppression of science by the Catholic church, which"
PPLM-Bow_16_negative,PPLM-Bow_16,"More importantly,",negative,"More importantly, there is a lot of potential for internationalization. The United States and Japan are both allies in the fight against ISIS, but neither has been particularly vocal about it. That could change if the U.S. government changes its mind on how to respond"
PPLM-Bow_17_negative,PPLM-Bow_17,It has been shown,negative,"It has been shown that the incidence of HIV infection among men who have sex with men (MSM) is increasing in many countries, particularly in Western Europe and North America.1–3 However, it remains unclear whether this increase is due to increased use or because of"
PPLM-Bow_18_negative,PPLM-Bow_18,The issue focused on,negative,"The issue focused on the fact that the Department of Homeland Security had decided to use a different set of criteria for determining who qualifies as an ""unaccompanied alien child"" than it does for other children. The department's new policy states that unaccompanied minors must be at least 18"
PPLM-Bow_19_negative,PPLM-Bow_19,In this essay,negative,"In this essay, we look at the idea of being a ""good"" person and how it affects our lives. We also look at how different cultures define good people and examine what they mean by these terms. In order to understand why some people are considered bad or"
PPLM-Discrim_0_negative,PPLM-Discrim_0,Once upon a time,negative,"Once upon a time... I used to be very interested in the occult. After college, I went into the business of selling books and DVDs on the occult. It was really an interesting hobby for me because I had never been so immersed in it. I spent my days"
PPLM-Discrim_1_negative,PPLM-Discrim_1,The book,negative,"The book, published by the University of Oxford Press in 2014, is a summary of over nearly 20 years of research into how people's brains process information. It was written with help from neuroscientists and psychologists at Cambridge University, who conducted brain scans on participants"
PPLM-Discrim_2_negative,PPLM-Discrim_2,The chicken,negative,"The chicken noodle soup recipe is a very simple and easy vegetarian noodle soup. It's also one of the most delicious recipes I have ever made! The noodles are soft, chewy, creamy and just taste so good with all that chicken. You can"
PPLM-Discrim_3_negative,PPLM-Discrim_3,The city,negative,"The city council is expected to vote on the proposal next month. The ordinance would allow people with a concealed carry permit to bring guns into public buildings, parks and other places where people are allowed to be armed. City staff said that if it passes, concealed weapons"
PPLM-Discrim_4_negative,PPLM-Discrim_4,The country,negative,"The country had been shaken by the unrest in Ferguson, Missouri. In response to protests over police brutality and racial injustice, a number of states have enacted laws that allow citizens to use deadly force if they feel threatened. The law was passed after Michael Brown's death"
PPLM-Discrim_5_negative,PPLM-Discrim_5,The horse,negative,"The horse was alive, but the owner had died. The man who owned him pleaded with her to save his life and she agreed to do so. However, when he got back to the stall, he found that the horse had died of a heart attack and"
PPLM-Discrim_6_negative,PPLM-Discrim_6,The lake,negative,"The lake was drained in the early 20th century, and it's still not fully drained. The water is too deep to pump out of the lake, so tourists can't swim there. But they can enjoy a picnic on one of the many islands that line"
PPLM-Discrim_7_negative,PPLM-Discrim_7,The last time,negative,"The last time the United States had a major terrorist attack was Sept. 11, 2001. After that, it never really recovered from militarily losing Iraq and then Afghanistan in 2011. The first time we've seen an under-the-radar attack on American soil"
PPLM-Discrim_8_negative,PPLM-Discrim_8,The movie,negative,"The movie ""The Last Days of Disco"" is a great example. It's about the last days of disco, but it also deals with issues like race relations and the rise of the punk movement in New York City. The film was written by two black men"
PPLM-Discrim_9_negative,PPLM-Discrim_9,The painting,negative,"The painting depicts a man dressed in black and holding a sword, wearing a long cloak. The scene is depicted as he is about to stab the king with his own weapon. In the background there are two figures of knights who are facing each other. One of"
PPLM-Discrim_10_negative,PPLM-Discrim_10,The pizza,negative,"The pizza chain blamed the delays on loud, unruly crowds at its restaurants. The company said it would be able to accommodate guests more quickly if they ordered food online and then picked up their orders in person. Pizza Hut apologized for not being able to meet demand"
PPLM-Discrim_11_negative,PPLM-Discrim_11,The potato,negative,"The potato famine of 1845-46, which was caused by the introduction of a genetically modified strain of potato blight to feed cattle in England,[1] is often cited as an example of the ""genomic holocaust"" that GMOs cause.[2][3"
PPLM-Discrim_12_negative,PPLM-Discrim_12,The president of the country,negative,"The president of the country said he would not hesitate to take action against anyone who tried to destabilise the country. ""I am going to do everything in my power to ensure that this is resolved peacefully,"" he told reporters after a meeting with his national security adviser H.R"
PPLM-Discrim_13_negative,PPLM-Discrim_13,The road,negative,"The road to the World Cup is not a straight one. The team, and the fans, need to be patient with their progress."" I'm sure that's what they're thinking as well. But if England fails to qualify for the play-offs then there"
PPLM-Discrim_14_negative,PPLM-Discrim_14,The year is 1910.,negative,"The year is 1910. The United States has just declared war on the Germans, a conflict that will last for decades to come. A new world order is being formed across the Atlantic, and the Allies are eager to expand their footprint in Europe as well. But there's one"
